"timestamp","pCut::Motor_Torque","pCut::CTRL_Position_controller::Lag_error","pCut::CTRL_Position_controller::Actual_position","pCut::CTRL_Position_controller::Actual_speed","pSvolFilm::CTRL_Position_controller::Actual_position","pSvolFilm::CTRL_Position_controller::Actual_speed","pSvolFilm::CTRL_Position_controller::Lag_error","pSpintor::VAX_speed","Month","Date","Hours","Minutes","Seconds","Sample Number","Mode"
"5.97199958","-0.0580759","-0.00548171","29391471","617.98095703","75841057","2509.18725585","0.82514953","1499.99975585","12","25","16","38","49","512","1"
"5.97599958","-0.09654907","0.01106643","29391473","593.94836425","75841068","2546.93847656","0.87601935","1499.99975585","12","25","16","38","49","512","1"
"5.97999958","-0.05302212","-0.00244903","29391475","583.64868164","75841078","2484.02001953","0.85221296","1499.99975585","12","25","16","38","49","512","1"
"5.98399958","-0.0338952","-0.00738906","29391478","545.88317871","75841088","2554.48876953","0.85073274","1499.99975585","12","25","16","38","49","512","1"
"5.98799958","0.00038327","-0.01054191","29391480","518.41735839","75841098","2529.32128906","0.90142184","1499.99975585","12","25","16","38","49","512","1"
"5.99199958","-0.00892624","-0.00908088","29391482","490.95153808","75841108","2526.80444335","0.88182306","1499.99975585","12","25","16","38","49","512","1"
"5.99599958","-0.06807768","0.01081466","29391484","460.05249023","75841118","2526.80444335","0.90633612","1499.99975585","12","25","16","38","49","512","1"
"5.99999958","-0.05180065","0.01215553","29391485","439.453125","75841128","2524.28784179","0.9149248","1499.99975585","12","25","16","38","49","512","1"
"6.00399958","-0.03812581","0.00053405","29391487","422.2869873","75841139","2574.62280273","0.88306289","1499.99975585","12","25","16","38","49","512","1"
"6.00799958","-0.02665324","-0.0005989","29391489","387.95471191","75841149","2534.35473632","0.8735311","1499.99975585","12","25","16","38","49","512","1"
"6.01199958","-0.07271564","0.00886154","29391490","357.05566406","75841159","2516.73754882","0.86280983","1499.99975585","12","25","16","38","49","512","1"
"6.01599958","-0.07689394","0.00980186","29391492","319.29016113","75841169","2531.83813476","0.85932004","1499.99975585","12","25","16","38","49","512","1"
"6.01999958","-0.08942385","0.01058197","29391493","298.69079589","75841179","2539.38818359","0.86470592","1499.99975585","12","25","16","38","49","512","1"
"6.02399958","-0.06634792","0.00177001","29391494","288.39111328","75841189","2526.80444335","0.81087952","1499.99975585","12","25","16","38","49","512","1"
"6.02799958","-0.10147751","0.0094223","29391495","247.19238281","75841199","2529.32128906","0.86458677","1499.99975585","12","25","16","38","49","512","1"
"6.03199958","-0.106851","0.01327896","29391496","230.02624511","75841209","2509.18725585","0.87720221","1499.99975585","12","25","16","38","49","512","1"
"6.03599958","-0.15152095","0.02020263","29391497","205.99365234","75841220","2574.62255859","0.8443337","1499.99975585","12","25","16","38","49","512","1"
"6.03999958","-0.1630707","0.01665496","29391498","188.82751464","75841230","2539.38842773","0.82372814","1499.99975585","12","25","16","38","49","512","1"
"6.04399958","-0.1579613","0.01377296","29391498","151.06201171","75841240","2504.15405273","0.82307571","1499.99975585","12","25","16","38","49","512","1"
"6.04799958","-0.13663333","-0.00064659","29391499","123.5961914","75841250","2549.45507812","0.87897723","1499.99975585","12","25","16","38","49","512","1"
"6.05199958","-0.12126776","-0.00996398","29391499","96.13037109","75841260","2509.18725585","0.88134485","1499.99975585","12","25","16","38","49","512","1"
"6.05599958","-0.13444571","-0.00577163","29391500","72.09777832","75841270","2572.10595703","0.84563893","1499.99975585","12","25","16","38","49","512","1"
"6.05999958","-0.13996596","-0.00437927","29391500","48.06518554","75841280","2514.22094726","0.91343992","1499.99975585","12","25","16","38","49","512","1"
"6.06399958","-0.15368181","0.00126457","29391500","6.86645507","75841291","2529.32128906","0.88478094","1499.99975585","12","25","16","38","49","512","1"
"6.06799958","-0.0984665","-0.01750373","29391500","0.0","75841301","2534.35473632","0.88513332","1499.99975585","12","25","16","38","49","512","1"
"6.07199958","0.05002205","-0.05774307","29391500","-27.46582031","75841311","2539.38842773","0.90882235","1499.99975585","12","25","16","38","49","512","1"
"6.07599958","0.154693","-0.07944107","29391500","-61.7980957","75841321","2526.8046875","0.91018146","1499.99975585","12","25","16","38","49","512","1"
"6.07999958","0.21145309","-0.0741539","29391499","-96.13037109","75841331","2546.93847656","0.93286579","1499.99975585","12","25","16","38","49","512","1"
"6.08399958","0.2549102","-0.05953216","29391499","-116.72973632","75841341","2506.67065429","0.88489681","1499.99975585","12","25","16","38","49","512","1"
"6.08799958","0.24261517","-0.03676605","29391498","-140.7623291","75841351","2562.03881835","0.90757924","1499.99975585","12","25","16","38","49","512","1"
"6.09199958","0.22534786","-0.01379776","29391498","-175.09460449","75841361","2549.45532226","0.90491145","1499.99975585","12","25","16","38","49","512","1"
"6.09599958","0.26163303","-0.01249885","29391497","-181.96105957","75841372","2529.32128906","0.8893395","1499.99975585","12","25","16","38","49","512","1"
"6.09999958","0.25969499","-0.0009613","29391496","-205.99365234","75841382","2536.87133789","0.91385263","1499.99975585","12","25","16","38","49","512","1"
"6.10399957","0.26157888","0.00590896","29391495","-243.75915527","75841392","2501.63720703","0.95465546","1499.99975585","12","25","16","38","49","512","1"
"6.10799957","0.24666406","0.00834846","29391494","-267.79174804","75841402","2589.72314453","0.92984241","1499.99975585","12","25","16","38","49","512","1"
"6.11199957","0.265426","0.0079708","29391493","-284.95788574","75841412","2524.28784179","0.9172886","1499.99975585","12","25","16","38","49","512","1"
"6.11599957","0.33017957","-0.00321578","29391492","-302.12402343","75841422","2531.83789062","0.87334829","1499.99975585","12","25","16","38","49","512","1"
"6.11999957","0.39588493","-0.01671791","29391491","-322.72338867","75841432","2519.25415039","0.87489014","1499.99975585","12","25","16","38","49","512","1"
"6.12399957","0.40561646","-0.02129364","29391489","-405.1208496","75841443","2541.90502929","0.8792693","1499.99975585","12","25","16","38","49","512","1"
"6.12799957","0.4230591","-0.00569152","29391488","-398.25439453","75841453","2544.42211914","0.83450299","1499.99975585","12","25","16","38","49","512","1"
"6.13199957","0.29009753","0.04401016","29391486","-405.1208496","75841463","2541.90502929","0.8972705","1499.99975585","12","25","16","38","49","512","1"
"6.13599957","0.31212431","0.03494262","29391484","-439.453125","75841473","2534.35473632","0.8629682","1499.99975585","12","25","16","38","49","512","1"
"6.13999957","0.38046756","0.00962448","29391483","-466.91894531","75841483","2544.42163085","0.89713436","1499.99975585","12","25","16","38","49","512","1"
"6.14399957","0.43704727","-0.01080131","29391481","-497.81799316","75841493","2549.45507812","0.90110343","1499.99975585","12","25","16","38","49","512","1"
"6.14799957","0.44216042","-3.814e-05","29391479","-521.85058593","75841503","2511.70410156","0.92218446","1499.99975585","12","25","16","38","49","512","1"
"6.15199957","0.37506148","0.01885986","29391477","-559.61608886","75841514","2531.83789062","0.95937258","1499.99975585","12","25","16","38","49","512","1"
"6.15599957","0.34584078","0.03108978","29391474","-566.48254394","75841524","2506.67065429","0.96333974","1499.99975585","12","25","16","38","49","512","1"
"6.15999957","0.36313846","0.02597427","29391472","-590.51513671","75841534","2594.75634765","0.91797888","1499.99975585","12","25","16","38","49","512","1"
"6.16399957","0.39855828","0.00656509","29391470","-614.54772949","75841544","2516.73754882","0.90483224","1499.99975585","12","25","16","38","49","512","1"
"6.16799957","0.44540545","-0.00621414","29391467","-642.0135498","75841554","2536.87158203","0.86752492","1499.99975585","12","25","16","38","49","512","1"
"6.17199957","0.43350106","0.0003128","29391464","-672.91259765","75841564","2519.25439453","0.85538691","1499.99975585","12","25","16","38","49","512","1"
"6.17599957","0.32462128","0.03471755","29391462","-696.94519042","75841574","2541.90502929","0.86740577","1499.99975585","12","25","16","38","49","512","1"
"6.17999957","0.36032727","0.02440834","29391459","-710.67810058","75841585","2526.80444335","0.8109731","1499.99975585","12","25","16","38","49","512","1"
"6.18399957","0.36859545","0.01957511","29391456","-738.14392089","75841595","2534.35473632","0.86426645","1499.99975585","12","25","16","38","49","512","1"
"6.18799957","0.37948304","0.01176261","29391453","-755.31005859","75841605","2511.70410156","0.8531351","1499.99975585","12","25","16","38","49","512","1"
"6.19199957","0.35099747","0.01288414","29391450","-782.7758789","75841615","2541.90502929","0.88126486","1499.99975585","12","25","16","38","49","512","1"
"6.19599957","0.35270634","0.01308441","29391447","-806.80847167","75841625","2554.48852539","0.88925695","1499.99975585","12","25","16","38","49","512","1"
"6.19999957","0.33337771","0.01883316","29391443","-820.54138183","75841635","2519.25439453","0.85195153","1499.99975585","12","25","16","38","49","512","1"
"6.20399957","0.33038398","0.01337814","29391440","-854.87365722","75841645","2534.35473632","0.91631853","1499.99975585","12","25","16","38","49","512","1"
"6.20799957","0.34922686","0.00444412","29391437","-878.90625","75841655","2491.57006835","0.9253211","1499.99975585","12","25","16","38","49","512","1"
"6.21199957","0.3125647","0.01833534","29391433","-906.37207031","75841666","2582.17285156","0.90210562","1499.99975585","12","25","16","38","49","512","1"
"6.21599957","0.31491538","0.00599288","29391429","-916.67175292","75841676","2531.83789062","0.86882698","1499.99975585","12","25","16","38","49","512","1"
"6.21999957","0.33007326","0.00076675","29391426","-944.13757324","75841686","2521.77099609","0.84259521","1499.99975585","12","25","16","38","49","512","1"
"6.22399957","0.2915419","0.007164","29391422","-978.46984863","75841696","2526.80444335","0.82944667","1499.99975585","12","25","16","38","49","512","1"
"6.22799957","0.35034909","-0.01424026","29391418","-999.06921386","75841706","2526.8046875","0.85958981","1499.99975585","12","25","16","38","49","512","1"
"6.23199957","0.41945287","-0.02046966","29391414","-1009.36889648","75841716","2554.48876953","0.81422704","1499.99975585","12","25","16","38","49","512","1"
"6.23599957","0.34430983","-0.00308227","29391410","-1036.83471679","75841726","2534.35473632","0.86349743","1499.99975585","12","25","16","38","49","512","1"
"6.23999957","0.37728232","-0.00775337","29391405","-1067.73376464","75841737","2519.25415039","0.84531539","1499.99975585","12","25","16","38","49","512","1"
"6.24399957","0.3958683","-0.01152801","29391401","-1102.06604003","75841747","2536.87158203","0.87646526","1499.99975585","12","25","16","38","49","512","1"
"6.24799956","0.39502307","-0.00765991","29391397","-1095.19958496","75841757","2541.90502929","0.87338751","1499.99975585","12","25","16","38","49","512","1"
"6.25199956","0.34933313","0.0075531","29391392","-1112.36572265","75841767","2511.70410156","0.87030595","1499.99975585","12","25","16","38","49","512","1"
"6.25599956","0.27833575","0.0230503","29391388","-1156.99768066","75841777","2534.35473632","0.93366998","1499.99975585","12","25","16","38","49","512","1"
"6.25999956","0.30274674","0.00680351","29391383","-1194.76318359","75841787","2516.73754882","0.90944784","1499.99975585","12","25","16","38","49","512","1"
"6.26399956","0.32457175","0.0052452","29391378","-1218.79577636","75841797","2582.17285156","0.87314909","1499.99975585","12","25","16","38","49","512","1"
"6.26799956","0.33375719","0.00761795","29391373","-1211.92932128","75841807","2524.28784179","0.90429514","1499.99975585","12","25","16","38","49","512","1"
"6.27199956","0.33607888","-0.00347518","29391369","-1232.52868652","75841818","2544.42163085","0.85188931","1499.99975585","12","25","16","38","49","512","1"
"6.27599956","0.28104633","0.01362609","29391363","-1253.12805175","75841828","2529.32128906","0.81631785","1499.99975585","12","25","16","38","49","512","1"
"6.27999956","0.2679131","0.00857543","29391358","-1273.72741699","75841838","2521.77099609","0.81424391","1499.99975585","12","25","16","38","49","512","1"
"6.28399956","0.24686811","0.01205825","29391353","-1318.359375","75841848","2536.87133789","0.8282783","1499.99975585","12","25","16","38","49","512","1"
"6.28799956","0.29566302","-0.00016784","29391348","-1325.22583007","75841858","2536.87158203","0.8664717","1499.99975585","12","25","16","38","49","512","1"
"6.29199956","0.26977294","0.00534057","29391343","-1356.12487792","75841868","2521.77099609","0.81003749","1499.99975585","12","25","16","38","49","512","1"
"6.29599956","0.36226284","-0.02585983","29391337","-1387.02392578","75841878","2524.28784179","0.86131632","1499.99975585","12","25","16","38","49","512","1"
"6.29999956","0.40198528","-0.02460861","29391332","-1414.48974609","75841889","2546.93847656","0.89347124","1499.99975585","12","25","16","38","49","512","1"
"6.30399956","0.42999958","-0.02337265","29391326","-1428.22265625","75841899","2526.80444335","0.88636505","1499.99975585","12","25","16","38","49","512","1"
"6.30799956","0.37443307","-0.00378799","29391320","-1465.98815917","75841909","2539.38818359","0.90842717","1499.99975585","12","25","16","38","49","512","1"
"6.31199956","0.40463548","-0.00105285","29391315","-1472.85461425","75841919","2494.0871582","0.92349398","1499.99975585","12","25","16","38","49","512","1"
"6.31599956","0.38650268","0.01143646","29391309","-1486.58752441","75841929","2579.65600585","0.91938203","1499.99975585","12","25","16","38","49","512","1"
"6.31999956","0.36135143","0.01772689","29391303","-1507.18688964","75841939","2534.35473632","0.88104897","1499.99975585","12","25","16","38","49","512","1"
"6.32399956","0.25559434","0.04992866","29391297","-1507.18688964","75841949","2526.8046875","0.84476149","1499.99975585","12","25","16","38","49","512","1"
"6.32799956","0.33195284","0.02754592","29391291","-1524.35302734","75841960","2526.80444335","0.83965581","1499.99975585","12","25","16","38","49","512","1"
"6.33199956","0.30528753","0.03351402","29391284","-1544.95239257","75841970","2529.32128906","0.85269635","1499.99975585","12","25","16","38","49","512","1"
"6.33599956","0.36523491","0.0021553","29391278","-1565.55175781","75841980","2562.03881835","0.8012827","1499.99975585","12","25","16","38","49","512","1"
"6.33999956","0.34289219","0.010149","29391272","-1582.7178955","75841990","2526.8046875","0.86969143","1499.99975585","12","25","16","38","49","512","1"
"6.34399956","0.30259361","0.0096817","29391265","-1630.78308105","75841999","2526.80444335","0.84744209","1499.99975585","12","25","16","38","49","512","1"
"6.34799956","0.3490962","-0.01104545","29391259","-1644.51599121","75842010","2526.8046875","0.87257581","1499.99975585","12","25","16","38","49","512","1"
"6.35199956","0.22939266","0.02131271","29391252","-1682.28149414","75842020","2554.48876953","0.85336351","1499.99975585","12","25","16","38","49","512","1"
"6.35599956","0.29727101","0.00295639","29391246","-1675.41503906","75842030","2516.73754882","0.85433661","1499.99975585","12","25","16","38","49","512","1"
"6.35999956","0.28891509","0.00724411","29391239","-1668.54858398","75842040","2536.87158203","0.88847911","1499.99975585","12","25","16","38","49","512","1"
"6.36399956","0.32112631","-0.00644493","29391232","-1720.04699707","75842050","2504.15380859","0.88743889","1499.99975585","12","25","16","38","49","512","1"
"6.36799956","0.28036677","-0.00044631","29391225","-1737.21313476","75842060","2569.58911132","0.88433367","1499.99975585","12","25","16","38","49","512","1"
"6.37199956","0.12498211","0.0423088","29391218","-1754.37927246","75842070","2534.35473632","0.86615377","1499.99975585","12","25","16","38","49","512","1"
"6.37599956","0.29014924","-0.01079177","29391211","-1726.91345214","75842081","2509.1875","0.83287346","1499.99975585","12","25","16","38","49","512","1"
"6.37999956","0.6507107","-0.12755966","29391204","-1819.6105957","75842091","2531.83789062","0.8187204","1499.99975585","12","25","16","38","49","512","1"
"6.38399956","0.2638739","0.02768707","29391197","-1785.27832031","75842101","2504.15380859","0.88711631","1499.99975585","12","25","16","38","49","512","1"
"6.38799956","0.26649397","0.00924682","29391190","-1826.47705078","75842111","2577.13940429","0.82967531","1499.99975585","12","25","16","38","49","512","1"
"6.39199956","0.35342961","-0.00857162","29391182","-1795.57800292","75842121","2521.77099609","0.8588398","1499.99975585","12","25","16","38","49","512","1"
"6.39599955","0.72556155","-0.12277603","29391175","-1816.17736816","75842131","2514.22070312","0.84130752","1499.99975585","12","25","16","38","49","512","1"
"6.39999955","1.23321378","-0.26193618","29391168","-1874.54223632","75842141","2516.73754882","0.90058642","1499.99975585","12","25","16","38","49","512","1"
"6.40399955","1.04222333","-0.12749481","29391160","-1922.60742187","75842151","2567.07226562","0.90452039","1499.99975585","12","25","16","38","49","512","1"
"6.40799955","0.38980406","0.12478065","29391152","-1977.5390625","75842162","2544.42163085","0.85494893","1499.99975585","12","25","16","38","49","512","1"
"6.41199955","0.23260265","0.17082595","29391144","-1936.34033203","75842172","2551.97192382","0.9386363","1499.99975585","12","25","16","38","49","512","1"
"6.41599955","0.10568627","0.1732521","29391137","-1926.04064941","75842182","2531.83813476","0.96091461","1499.99975585","12","25","16","38","49","512","1"
"6.41999955","0.04696819","0.12777137","29391129","-1991.27197265","75842192","2597.27319335","0.94123387","1499.99975585","12","25","16","38","49","512","1"
"6.42399955","0.40295881","-0.01233291","29391121","-1977.5390625","75842202","2574.62255859","0.91123121","1499.99975585","12","25","16","38","49","512","1"
"6.42799955","0.44709122","-0.03930282","29391113","-2042.77038574","75842213","2562.03881835","0.89820742","1499.99975585","12","25","16","38","49","512","1"
"6.43199955","0.3586373","0.00170707","29391105","-2053.07006835","75842223","2604.82348632","0.88930374","1499.99975585","12","25","16","38","49","512","1"
"6.43599955","0.45896682","-0.03129196","29391096","-2077.10253906","75842234","2599.79003906","0.88947057","1499.99975585","12","25","16","38","49","512","1"
"6.43999955","0.54169398","-0.05887222","29391088","-2135.46752929","75842244","2617.40698242","0.86249423","1499.99975585","12","25","16","38","49","512","1"
"6.44399955","0.55721235","-0.02952957","29391079","-2128.60107421","75842254","2624.95703125","0.95204561","1499.99975585","12","25","16","38","49","512","1"
"6.44799955","0.31690183","0.03634643","29391071","-2190.39916992","75842265","2622.44067382","0.93645113","1499.99975585","12","25","16","38","49","512","1"
